Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Month,Industry/ Vertical,Sub-Vertical,Industry/Vertical,City,Investor Name,Amount(in USD),Investment Type,Founding Date,Founders,Investors,Investment Stage,Amount_Numeric,Amount_Log,Combined_Description,Cleaned_Description,City_Encoded,Industry/Vertical_Encoded,Investment Stage_Encoded
ShareChat,,,,,,,2021,Apr,,ShareChat is a social networking and regional content platform.,Social Media,Bangalore,,"$500,000,000",,2015,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal",Unknown,500000000.0,20.030118658386467,ShareChat is a social networking and regional content platform. Social Media,sharechat is a social networking and regional content platform social media,8,442,59
WiT-ACE,,,,,,,2021,Apr,,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",Skill development,Gurugram,,"$1,000,000",,2020,Anuranjita Kumar,CitiusTech,Seed,1000000.0,13.815511557963774,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles. Skill development",offer accelerated career experiences for women by enabling engaging employing them to be in decision making roles skill development,43,437,30
Spinny,,,,,,,2021,Apr,,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,Retail,Gurugram,,"$65,000,000",,2015,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",Series C,65000000.0,17.989897843244528,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions. Retail,spinny is a used car buying platform enabling trustworthy and hassle free transactions retail,43,419,46
Alteria Capital,,,,,,,2021,Apr,,Alteria Capital is a Venture debt firm .,FinTech,Mumbai,,"$150,000,000,000",,2018,Vinod Murali,,Debt,150000000000.0,25.733901131049333,Alteria Capital is a Venture debt firm . FinTech,alteria capital is a venture debt firm fintech,77,221,7
Safexpay,,,,,,,2021,Apr,,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,FinTech,Thane,,"$6,000,000",,2017,Ravi Gupta,"T Choithrams BVI, Ardor",Unknown,6000000.0,15.607270193858982,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways FinTech,safexpay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways fintech,135,221,59
PumPumPum,,,,,,,2021,Apr,,Pumpumpum is a car rental company.,Rental,Gurugram,,"$700,000",,2018,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",Pre-series A,700000.0,13.45883704259595,Pumpumpum is a car rental company. Rental,pumpumpum is a car rental company rental,43,417,26
Speciale Invest,,,,,,,2021,Apr,,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,FinTech,Bangalore,,"$10,000,000",,2017,"Vishesh Rajaram, Arjun Rao",,Unknown,10000000.0,16.118095750958314,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures. FinTech,speciale invest is an early stage investor focusing on tech driven deep tech ventures fintech,8,221,59
Eunimart,,,,,,,2021,Apr,,Eunimart is a one stop solution for merchants to create a difference by selling globally.,E-commerce,Hyderabad,,"$700,000",,2016,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",Pre-series A,700000.0,13.45883704259595,Eunimart is a one stop solution for merchants to create a difference by selling globally. E-commerce,eunimart is a one stop solution for merchants to create a difference by selling globally e commerce,47,172,26
Meesho,,,,,,,2021,Apr,,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,E-commerce,Bangalore,,"$300,000,000",,2015,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway",Unknown,300000000.0,19.519293035953808,Meesho operates as an online reselling platform that enables anyone to start a business without investment. E-commerce,meesho operates as an online reselling platform that enables anyone to start a business without investment e commerce,8,172,59
CareerLabs,,,,,,,2021,Apr,,"Aim to help students become future-ready, setting them on a path to success that suits them best.",EdTech,Bangalore,,"$2,200,000",,2019,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital,Unknown,2200000.0,14.603968372873895,"Aim to help students become future-ready, setting them on a path to success that suits them best. EdTech",aim to help students become future ready setting them on a path to success that suits them best edtech,8,185,59
Uable,,,,,,,2021,Apr,,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,EdTech,Bangalore,,"$35,000,000",,2020,Saurabh saxena,"JAFCO Asia, Chiratae Ventures",Pre-series A,35000000.0,17.370858648025116,Uable are on a bold mission to redefine the future for millions of teenagers around the world. EdTech,uable are on a bold mission to redefine the future for millions of teenagers around the world edtech,8,185,26
Zoko,,,,,,,2021,Apr,,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",Tech Startup,Bangalore,,"$140,000,000",,2016,"Arjun Paul, Aromal Sivadasan",Y Combinator,Seed,140000000.0,18.757152987716434,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp. Tech Startup",zoko makes it easy for businesses to do sales marketing customer support on whatsapp tech startup,8,476,30
GetWork,,,,,,,2021,Apr,,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Recruitment,Gurugram,,"$200,000",,2019,Rahul Veerwal,Artha Venture Fund,Seed,200000.0,12.206077645517674,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once. Recruitment,getwork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once recruitment,43,412,30
Easebuzz,,,,,,,2021,Apr,,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,E-commerce,Pune,,"$4,000,000",,2015,Rohit Prasad,"Jitendra Gupta, Amrish Rau",Series A,4000000.0,15.201805169084134,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store. E-commerce,easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store e commerce,101,172,39
Chingari,,,,,,,2021,Apr,,Chingari operates as a short video platform.,Social Media,Bangalore,,"$13,000,000",,2018,Sumit Ghosh,"FJ Labs, Brian Norgard",Unknown,13000000.0,16.380459992348886,Chingari operates as a short video platform. Social Media,chingari operates as a short video platform social media,8,442,59
DusMinute,,,,,,,2021,Apr,,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Retail,Bangalore,,"$1,100,000",,2017,Apoorva Mishra,Indian Angel Network,Pre-series A,1100000.0,13.910821646859095,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep. Retail,dusminute aims to transform how communities live by giving them access to world class amenities at their doorstep retail,8,419,26
Onsurity,,,,,,,2021,Apr,,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,HealthCare,Bangalore,,,,2020,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah",Unknown,,,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses. HealthCare,onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses healthcare,8,271,59
Karbon Card,,,,,,,2021,Aug,,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,FinTech,Bangalore,,$Undisclosed,,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator,Unknown,,,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits FinTech,prime objective is to empower indian startups by creating the right financial products starting with a high limit corporate credit card with unlimited benefits fintech,8,221,59
Factors.AI,,,,,,,2021,Aug,,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",SaaS startup,Bangalore,,$2000000,,2020.0,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",Unknown,2000000.0,14.508658238524095,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers SaaS startup",factors ai is a marketing analytics platform providing sophisticated omnichannel every touch attribution technology and unparalleled performance insights for marketers saas startup,8,426,59
Elevar,,,,,,,2021,Aug,,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",Sports,Mumbai,,$2000000,,2017.0,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital",Unknown,2000000.0,14.508658238524095,"A Revolutionary Sports Brand, Engineered For Those Who Want More. Sports",a revolutionary sports brand engineered for those who want more sports,77,464,59
Studio Sirah,,,,,,,2021,Aug,,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,Computer Games,Bangalore,,$800000,,2020.0,"Abhaas Shah, Prateek Shah",Lumikai,Unknown,800000.0,13.592368256649284,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games. Computer Games,studio sirah is founded with a belief in the increasing sophistication of the indian gamer and the whitespace of midcore india first games computer games,8,108,59
OTO Capital,,,,,,,2021,Aug,,The Future Of Vehicle Ownership!,FinTech,Mumbai,,$6000000,,2018.0,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,Unknown,6000000.0,15.607270193858982,The Future Of Vehicle Ownership! FinTech,the future of vehicle ownership fintech,77,221,59
1Bridge,,,,,,,2021,Aug,,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",Consumer Goods,Bangalore,,$2500000,,2016.0,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners,Unknown,2500000.0,14.731801689838349,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village Consumer Goods",village commerce network bridging aspirations creating opportunities bringing prosperity abundance to our village consumer goods,8,116,59
Skeps,,,,,,,2021,Aug,,"A blockchain products company, developing a proprietary product in the FinTech space",FinTech,Gurugram,,$9500000,,2018.0,"Mayank Tewari, Tushar Srivastava",Bertelsmann India,Unknown,9500000.0,16.066802461833923,"A blockchain products company, developing a proprietary product in the FinTech space FinTech",a blockchain products company developing a proprietary product in the fintech space fintech,43,221,59
Curefoods,,,,,,,2021,Aug,,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,Food & Beverages,Bangalore,,$13000000,,2020.0,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",Unknown,13000000.0,16.380459992348886,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region. Food & Beverages,healthy nutritious foods and cold pressed juices produced in edinburgh currently distributing wholesale within the edinburgh region food beverages,8,234,59
TartanSense,,,,,,,2021,Aug,,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,Information Technology,Bangalore,,$5000000,,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",Unknown,5000000.0,15.424948670398354,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision. Information Technology,tartansense unlocks value for small farm holders by working at the intersection of robotics and ai assisted computer vision information technology,8,298,59
Bewakoof,,,,,,,2021,Aug,,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",Apparel & Fashion,Mumbai,,$8000000,,2012.0,Prabhkiran Singh,InvestCorp,Unknown,8000000.0,15.894952224644102,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian. Apparel & Fashion",bewakoof is a lifestyle fashion brand that makes creative distinctive fashion for the trendy contemporary indian apparel fashion,77,35,59
Kirana247,,,,,,,2021,Aug,,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,Logistics & Supply Chain,New Delhi,,$1000000,,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",,Unknown,1000000.0,13.815511557963774,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores. Logistics & Supply Chain,an on demand fmcg supply chain company leveraging a deep tech enabled micro warehousing model to serve kirana stores logistics supply chain,81,334,59
